name,id,name_type,class,mass,fall,year,lat,long,geolocation
Acfer 039,49,Valid,L3.8,225,Found,1989,27.53333,3.91667,"(27.53333, 3.91667)"
Acfer 041,51,Valid,L/LL6,134,Found,1989,27.43333,3.71667,"(27.43333, 3.71667)"
Acfer 042,52,Valid,H5,246,Found,1989,27.46667,3.83333,"(27.46667, 3.83333)"
Acfer 044,54,Valid,L6,195,Found,1989,27.55,4,"(27.55, 4.0)"
Acfer 046,56,Valid,H5,1066,Found,1989,27.78333,4.7,"(27.78333, 4.7)"
Acfer 048,58,Valid,H4-5,115,Found,1989,27.55,4.08333,"(27.55, 4.08333)"
Acfer 049,59,Valid,H5,82.9,Found,1989,27.41667,3.71667,"(27.41667, 3.71667)"
Acfer 051,61,Valid,L5,905,Found,1989,27.61667,4.41667,"(27.61667, 4.41667)"
Acfer 052,62,Valid,L5,58,Found,1989,27.75,4.15,"(27.75, 4.15)"
Acfer 053,63,Valid,H6,1937,Found,1989,27.73333,4.05,"(27.73333, 4.05)"
Acfer 054,64,Valid,H5,2051,Found,1989,27.7,3.93333,"(27.7, 3.93333)"
Acfer 055,65,Valid,H5,1338,Found,1989,27.5,3.98333,"(27.5, 3.98333)"
Acfer 056,66,Valid,L4,129,Found,1989,27.46667,3.88333,"(27.46667, 3.88333)"
Acfer 058,67,Valid,LL5-6,277,Found,1989,27.38333,3.71667,"(27.38333, 3.71667)"
Acfer 059,68,Valid,CR2,281,Found,1989,27.51667,4.06667,"(27.51667, 4.06667)"
Acfer 062,71,Valid,H5,283,Found,1989,27.6,4.41667,"(27.6, 4.41667)"
Acfer 063,72,Valid,Mesosiderite,716,Found,1989,27.61667,4.56667,"(27.61667, 4.56667)"
Acfer 064,73,Valid,L5,854,Found,1989,27.61667,4.56667,"(27.61667, 4.56667)"
Acfer 065,74,Valid,H4-5,1539,Found,1989,27.5,4.28333,"(27.5, 4.28333)"
Acfer 194,202,Valid,H5,361,Found,1991,27.49944,3.68889,"(27.49944, 3.68889)"
Acfer 195,203,Valid,H6,233,Found,1991,27.52472,3.81139,"(27.52472, 3.81139)"
Acfer 196,204,Valid,H5,29,Found,1991,27.57694,4.03389,"(27.57694, 4.03389)"
Acfer 197,205,Valid,L6,115,Found,1991,27.55583,4.14,"(27.55583, 4.14)"
Acfer 198,206,Valid,H6,267,Found,1991,27.51694,3.79139,"(27.51694, 3.79139)"
Acfer 199,207,Valid,L4,215,Found,1991,27.48028,3.85139,"(27.48028, 3.85139)"
Acfer 201,209,Valid,L5,55,Found,1991,27.59222,3.91806,"(27.59222, 3.91806)"
Acfer 203,211,Valid,H5,292,Found,1991,27.57806,4.36917,"(27.57806, 4.36917)"
Acfer 204,212,Valid,H3,64,Found,1991,27.64639,3.98306,"(27.64639, 3.98306)"
Acfer 205,213,Valid,H5,746,Found,1991,27.7375,4.32806,"(27.7375, 4.32806)"
Acfer 206,214,Valid,H5,1229,Found,1991,27.69083,4.37861,"(27.69083, 4.37861)"
Acfer 207,215,Valid,CH3,105,Found,1991,27.68806,4.37194,"(27.68806, 4.37194)"
Acfer 209,217,Valid,CR2,475,Found,1991,27.50472,3.88194,"(27.50472, 3.88194)"
Acfer 211,219,Valid,H3.9,1009,Found,1991,27.46472,3.78167,"(27.46472, 3.78167)"
Acfer 213,221,Valid,L6,526,Found,1991,27.68111,4.30694,"(27.68111, 4.30694)"
Acfer 214,222,Valid,CH3,612,Found,1991,27.69,4.37861,"(27.69, 4.37861)"
Acfer 215,223,Valid,L5,107,Found,1991,27.64028,4.17056,"(27.64028, 4.17056)"
Acfer 216,224,Valid,L6,293,Found,1991,27.59972,4.90361,"(27.59972, 4.90361)"
Acfer 217,225,Valid,R3.8-5,174,Found,1991,27.59444,3.88583,"(27.59444, 3.88583)"
Acfer 218,226,Valid,L6,114,Found,1991,27.54472,3.74306,"(27.54472, 3.74306)"
Acfer 219,227,Valid,H6,2611,Found,1991,27.52139,3.79139,"(27.52139, 3.79139)"
Acfer 221,229,Valid,H5/6,812,Found,1991,27.5325,3.81361,"(27.5325, 3.81361)"
Acfer 223,231,Valid,L/LL6,1398,Found,1991,27.54194,3.82778,"(27.54194, 3.82778)"
Acfer 224,232,Valid,H5/6,85,Found,1991,27.63889,3.93444,"(27.63889, 3.93444)"
Acfer 225,233,Valid,H3,255,Found,1991,27.64528,3.94389,"(27.64528, 3.94389)"
Acfer 226,234,Valid,H5,221,Found,1991,27.68444,3.99389,"(27.68444, 3.99389)"
Acfer 227,235,Valid,H6,78,Found,1991,27.66861,4.425,"(27.66861, 4.425)"
Acfer 228,236,Valid,L5,2285,Found,1991,27.57389,4.11972,"(27.57389, 4.11972)"
Acfer 229,237,Valid,H5,325,Found,1991,27.82611,4.24611,"(27.82611, 4.24611)"
Acfer 231,239,Valid,H4/5,218,Found,1991,27.73472,4.31611,"(27.73472, 4.31611)"
Acfer 233,241,Valid,H5/6,242,Found,1991,27.71722,4.44806,"(27.71722, 4.44806)"
Acfer 234,242,Valid,"Iron, IAB-ung",621,Found,1991,27.50111,4.09861,"(27.50111, 4.09861)"
Acfer 235,243,Valid,H5,461,Found,1991,27.51889,4.01667,"(27.51889, 4.01667)"
Acfer 236,244,Valid,LL6,81,Found,1991,27.51056,3.89111,"(27.51056, 3.89111)"
Acfer 237,245,Valid,H3,673,Found,1991,27.49167,3.83278,"(27.49167, 3.83278)"
Acfer 238,246,Valid,H4/5,311,Found,1991,27.50361,3.67306,"(27.50361, 3.67306)"
Acfer 241,249,Valid,L6,86,Found,1991,27.51583,3.72722,"(27.51583, 3.72722)"
Acfer 244,252,Valid,H6,2045,Found,1991,27.52472,3.80972,"(27.52472, 3.80972)"
Acfer 245,253,Valid,H5,75,Found,1991,27.56389,3.92639,"(27.56389, 3.92639)"
Acfer 246,254,Valid,L6,923,Found,1991,27.69222,3.32167,"(27.69222, 3.32167)"
Acfer 248,256,Valid,L3.9/4,402,Found,1991,27.63556,4.02528,"(27.63556, 4.02528)"
Acfer 249,257,Valid,H5/6,99,Found,1991,27.62167,3.95361,"(27.62167, 3.95361)"
Acfer 251,259,Valid,LL5-6,202,Found,1991,27.50972,3.88056,"(27.50972, 3.88056)"
Acfer 253,261,Valid,LL5-6,47,Found,1991,27.51361,3.89694,"(27.51361, 3.89694)"
Acfer 254,262,Valid,L6,99,Found,1991,27.52222,3.94694,"(27.52222, 3.94694)"
Acfer 255,263,Valid,L6,124,Found,1991,27.64611,4.39722,"(27.64611, 4.39722)"
Acfer 256,264,Valid,H5/6,235,Found,1991,27.64611,4.39722,"(27.64611, 4.39722)"
Acfer 257,265,Valid,H6,75,Found,1991,27.68528,4.50333,"(27.68528, 4.50333)"
Acfer 258,266,Valid,H6,212,Found,1991,27.67056,4.34611,"(27.67056, 4.34611)"
Acfer 259,267,Valid,H3-6,114,Found,1991,27.52444,3.87361,"(27.52444, 3.87361)"
Acfer 261,269,Valid,L6,73,Found,1991,27.70917,4.42083,"(27.70917, 4.42083)"
Acfer 263,271,Valid,L6,438,Found,1991,27.69111,4.3375,"(27.69111, 4.3375)"
Acfer 264,272,Valid,LL6,243,Found,1991,27.69472,4.30639,"(27.69472, 4.30639)"
Acfer 265,273,Valid,Mesosiderite,83,Found,1991,27.715,4.19278,"(27.715, 4.19278)"
Acfer 266,274,Valid,L6,518,Found,1991,27.72722,4.17056,"(27.72722, 4.17056)"
Acfer 267,275,Valid,LL5-6,229,Found,1991,27.51056,3.71306,"(27.51056, 3.71306)"
Acfer 268,276,Valid,LL4-6,764,Found,1991,27.51389,3.87528,"(27.51389, 3.87528)"
Acfer 269,277,Valid,LL6,276,Found,1991,27.51472,3.86556,"(27.51472, 3.86556)"
Acfer 271,279,Valid,H6,237,Found,1991,27.56111,4.05556,"(27.56111, 4.05556)"
Acfer 274,282,Valid,H6,203,Found,1991,27.63389,4.18722,"(27.63389, 4.18722)"
Acfer 275,283,Valid,H5-6,429,Found,1991,27.63361,4.17306,"(27.63361, 4.17306)"
Acfer 276,284,Valid,H5,99,Found,1991,27.63972,4.14528,"(27.63972, 4.14528)"
Acfer 277,285,Valid,Ureilite,41,Found,1991,27.63917,4.14278,"(27.63917, 4.14278)"
Acfer 278,286,Valid,H5,72,Found,1991,27.63861,4.12722,"(27.63861, 4.12722)"
Acfer 279,287,Valid,H5,96,Found,1991,27.64278,4.06889,"(27.64278, 4.06889)"
Acfer 281,289,Valid,L5,165,Found,1991,27.54222,3.88444,"(27.54222, 3.88444)"
Acfer 283,291,Valid,H5,187,Found,1991,27.70056,4.22944,"(27.70056, 4.22944)"
Acfer 285,293,Valid,H4/5,69,Found,1991,27.63139,4.10722,"(27.63139, 4.10722)"
Acfer 286,294,Valid,H6,407,Found,1991,27.79472,4.16722,"(27.79472, 4.16722)"
Acfer 287,295,Valid,E4,59,Found,1992,27.61667,4.19056,"(27.61667, 4.19056)"
Acfer 288,296,Valid,L5,55,Found,1992,27.59139,3.98806,"(27.59139, 3.98806)"
Acfer 289,297,Valid,CR2,76,Found,1992,27.47417,3.86417,"(27.47417, 3.86417)"
Acfer 291,299,Valid,H6,261,Found,1992,27.70806,4.24806,"(27.70806, 4.24806)"
Acfer 293,301,Valid,LL6,198,Found,1992,27.66583,4.19056,"(27.66583, 4.19056)"
Acfer 294,302,Valid,H4,457,Found,1992,27.64972,4.01194,"(27.64972, 4.01194)"
Acfer 295,303,Valid,LL6,217,Found,1992,27.48333,3.91556,"(27.48333, 3.91556)"
Acfer 296,304,Valid,LL5-6,121,Found,1992,27.58278,4,"(27.58278, 4.0)"
Acfer 297,305,Valid,L6,43,Found,1992,27.63361,4.04139,"(27.63361, 4.04139)"
Acfer 301,309,Valid,H4,162,Found,1992,27.52722,3.89806,"(27.52722, 3.89806)"
Acfer 303,311,Valid,H5/6,83,Found,1992,27.60222,3.98528,"(27.60222, 3.98528)"
Acfer 305,313,Valid,L6,369,Found,1992,27.68722,4.18361,"(27.68722, 4.18361)"
Acfer 306,314,Valid,L6,129,Found,1992,27.42889,3.82,"(27.42889, 3.82)"
Acfer 308,316,Valid,H5,74,Found,1992,27.55972,4.01028,"(27.55972, 4.01028)"
Acfer 309,317,Valid,L6,185,Found,1992,27.64556,4.20444,"(27.64556, 4.20444)"
Acfer 313,321,Valid,H5,78,Found,1992,27.60056,3.99556,"(27.60056, 3.99556)"
Acfer 314,322,Valid,H6,169,Found,1992,27.66389,4.09806,"(27.66389, 4.09806)"
Acfer 315,323,Valid,L/LL6,506,Found,1992,27.69972,4.18611,"(27.69972, 4.18611)"
Acfer 316,324,Valid,H6,126,Found,1992,27.6875,4.245,"(27.6875, 4.245)"
Acfer 317,325,Valid,H5,878,Found,1992,27.59278,4.40139,"(27.59278, 4.40139)"
Acfer 318,326,Valid,H5,292,Found,1992,27.55028,3.99806,"(27.55028, 3.99806)"
Acfer 319,327,Valid,L6,2393,Found,1992,27.55194,3.81611,"(27.55194, 3.81611)"
Acfer 321,329,Valid,H5,157,Found,2001,27.5455,4.06117,"(27.5455, 4.06117)"
Acfer 323,331,Valid,LL5,117,Found,2001,27.503,3.8795,"(27.503, 3.8795)"
Acfer 324,30428,Valid,CR2,69,Found,2001,27.50083,3.86983,"(27.50083, 3.86983)"
Acfer 325,332,Valid,LL6,32,Found,1989,27.5,3.61667,"(27.5, 3.61667)"
Acfer 326,333,Valid,L6,139,Found,1989,27.5,3.61667,"(27.5, 3.61667)"
Acfer 327,334,Valid,H5,745.22,Found,2001,27.73333,4.43333,"(27.73333, 4.43333)"
Acfer 328,335,Valid,CV3,180.07,Found,2001,27.73333,4.21667,"(27.73333, 4.21667)"
Acfer 332,339,Valid,CO3,115.02,Found,2001,27.73333,4.13333,"(27.73333, 4.13333)"
Acfer 334,341,Valid,L6,211.25,Found,2002,27.65,4.38333,"(27.65, 4.38333)"
Acfer 335,342,Valid,H4,261,Found,2002,27.73333,4.43333,"(27.73333, 4.43333)"
Acfer 338,345,Valid,H6,377.6,Found,2002,27.71667,4.26667,"(27.71667, 4.26667)"
Acfer 341,32781,Valid,L3,132,Found,2002,27.46667,3.83333,"(27.46667, 3.83333)"
Acfer 342,348,Valid,L6,1276,Found,2002,27.59056,4.66278,"(27.59056, 4.66278)"
Acfer 345,351,Valid,LL5,53,Found,2002,27.46472,3.81417,"(27.46472, 3.81417)"
Acfer 346,352,Valid,LL6,546,Found,2002,27.59056,4.66278,"(27.59056, 4.66278)"
Acfer 347,353,Valid,L3,1165,Found,2001,27.68333,4.3,"(27.68333, 4.3)"
Acfer 349,355,Valid,H6,298,Found,2001,27.84067,4.31433,"(27.84067, 4.31433)"
Acfer 351,357,Valid,L6,211,Found,2001,27.7,4.13333,"(27.7, 4.13333)"
Acfer 352,358,Valid,L5,873,Found,2001,27.76667,4.01667,"(27.76667, 4.01667)"
Acfer 353,359,Valid,Eucrite-cm,11935,Found,2001,27.48917,3.89,"(27.48917, 3.89)"
Acfer 355,361,Valid,LL5,161,Found,2002,27.58967,3.781,"(27.58967, 3.781)"
Acfer 357,363,Valid,LL5,62,Found,2001,27.50083,4.87467,"(27.50083, 4.87467)"
Acfer 359,365,Valid,H6,67,Found,2002,27.7,4.48333,"(27.7, 4.48333)"
Acfer 361,366,Valid,H4,138,Found,2002,27.42958,3.87135,"(27.42958, 3.87135)"
Acfer 362,367,Valid,H5,242.8,Found,2002,27.4778,3.70165,"(27.4778, 3.70165)"
Acfer 363,368,Valid,LL4,389.9,Found,2002,27.58163,4.29388,"(27.58163, 4.29388)"
Acfer 364,30431,Valid,LL6,656,Found,2002,27.7,4.51667,"(27.7, 4.51667)"
Acfer 365,30432,Valid,L5,1456,Found,2002,27.60933,3.93567,"(27.60933, 3.93567)"
Acfer 366,32782,Valid,CH3,1456,Found,2002,26.60933,3.93567,"(26.60933, 3.93567)"
Acfer 368,30434,Valid,H4,126,Found,2002,27.68883,4.386,"(27.68883, 4.386)"
Acfer 369,30435,Valid,H4,122,Found,2002,27.667,4.64833,"(27.667, 4.64833)"
Acfer 371,34017,Valid,L5,9608,Found,2002,27.67817,4.46533,"(27.67817, 4.46533)"
Acfer 372,30436,Valid,LL6,238,Found,2002,26.61167,3.887,"(26.61167, 3.887)"
Acfer 373,30437,Valid,H5,128,Found,2002,26.62583,3.94433,"(26.62583, 3.94433)"
Acfer 374,32784,Valid,CO3,118,Found,2002,26.60867,4.053,"(26.60867, 4.053)"
Acfer 375,30438,Valid,LL6,495,Found,2002,27.5085,3.76383,"(27.5085, 3.76383)"
Acfer 376,30439,Valid,H6,132,Found,2002,27.6395,3.935,"(27.6395, 3.935)"
Acfer 379,35338,Valid,H4,14764,Found,2004,27.4114,3.70467,"(27.4114, 3.70467)"
Acfer 381,35482,Valid,L6,292,Found,2002,27.7,4.45,"(27.7, 4.45)"
Acfer 382,35483,Valid,H5,101,Found,2002,27.63333,3.93333,"(27.63333, 3.93333)"
Acfer 387,44852,Valid,H4-6,177,Found,2004,27.558,4.015,"(27.558, 4.015)"
Acfer 388,44853,Valid,H4,1072,Found,2004,27.61667,3.86667,"(27.61667, 3.86667)"
Acfer 389,44854,Valid,H5,397,Found,2004,27.504,3.68167,"(27.504, 3.68167)"
Acfer 391,53622,Valid,H4,388,Found,2004,27.59617,4.172,"(27.59617, 4.172)"
Acfer 392,54591,Valid,H~5,74,Found,1997,27.51667,3.86667,"(27.51667, 3.86667)"
Acfer 393,54592,Valid,H~6,74,Found,1997,27.58333,4.03333,"(27.58333, 4.03333)"
Acfer 394,53886,Valid,CR2,364,Found,2001,27.51867,3.88033,"(27.51867, 3.88033)"
Acfer 395,53887,Valid,CR2,394,Found,2001,27.50917,3.88767,"(27.50917, 3.88767)"
Acfer 396,53888,Valid,CR2,148,Found,2001,27.512,3.89783,"(27.512, 3.89783)"
Acfer 397,53889,Valid,CR2,105,Found,2001,27.509,3.89583,"(27.509, 3.89583)"
Acfer 398,55262,Valid,CR2,97,Found,2001,27.50217,3.86083,"(27.50217, 3.86083)"
Acfer 399,55263,Valid,CR2,89,Found,2001,27.50267,3.8725,"(27.50267, 3.8725)"
Acfer 401,56305,Valid,L5,9,Found,2002,27.68917,4.44267,"(27.68917, 4.44267)"
Ackerly,55379,Valid,L5,3046,Found,1995,32.59033,-101.77217,"(32.59033, -101.77217)"
Acomita,372,Valid,"Pallasite, PMG",3956,Found,1962,35.05,-107.56667,"(35.05, -107.56667)"
Adalia,374,Valid,Eucrite-mmict,1,Found,1883,36.9,30.68333,"(36.9, 30.68333)"
Adam Talha,44856,Valid,LL3.2,259.3,Found,2005,22.9935,-10.15367,"(22.9935, -10.15367)"
Adrar Chiriet,44703,Valid,L6,926,Found,2003,19.64008,9.35545,"(19.64008, 9.35545)"
Adrar Madet,385,Valid,H5/6,1113,Found,1997,18.5,10.4,"(18.5, 10.4)"
Aguas Calientes,399,Valid,H,260.1,Found,1971,-25.5,-68.4,"(-25.5, -68.4)"
Aguemour 005,404,Valid,H5,859,Found,1991,27.43583,4.63861,"(27.43583, 4.63861)"
Aguemour 006,405,Valid,L6,435,Found,1992,27.57639,4.52528,"(27.57639, 4.52528)"
Aguemour 007,406,Valid,H4,334,Found,1992,27.50778,4.60167,"(27.50778, 4.60167)"
Aguemour 008,407,Valid,L4,79,Found,1992,27.47889,4.19806,"(27.47889, 4.19806)"
Aguemour 009,408,Valid,L3.8,1446,Found,1992,27.42861,4.12417,"(27.42861, 4.12417)"
Aguemour 012,411,Valid,H5,347,Found,1993,27.5175,4.19111,"(27.5175, 4.19111)"
Aguemour 013,412,Valid,L5,364,Found,1993,27.56972,4.52556,"(27.56972, 4.52556)"
Aguemour 014,413,Valid,L5,167,Found,1993,27.57806,4.3225,"(27.57806, 4.3225)"
Aguemour 015,414,Valid,L4,1106,Found,1993,27.50972,4.16111,"(27.50972, 4.16111)"
Aguemour 016,415,Valid,L5,177,Found,1993,27.59167,4.31694,"(27.59167, 4.31694)"
Aiken,421,Valid,OC,956,Found,1936,34.2,-101.5,"(34.2, -101.5)"
Akmolla,429,Valid,H4,114,Found,1988,39.53833,59.55833,"(39.53833, 59.55833)"
Al Alamayn,35484,Valid,H5,13.31,Found,2005,30.70952,28.9698,"(30.70952, 28.9698)"
Al Huqf 003,436,Valid,L4,115.42,Found,2002,19.50695,57.11952,"(19.50695, 57.11952)"
Al Huqf 004,437,Valid,L5,260.22,Found,2002,19.54482,57.09807,"(19.54482, 57.09807)"
Al Huqf 005,438,Valid,L6,763.29,Found,2002,19.84057,57.00848,"(19.84057, 57.00848)"
Al Huqf 006,439,Valid,L6,1861.21,Found,2002,19.84067,57.00842,"(19.84067, 57.00842)"
Al Huqf 008,441,Valid,L6,1074.3,Found,2002,19.84203,57.00747,"(19.84203, 57.00747)"
Al Huqf 009,442,Valid,H4,39.83,Found,2002,19.8423,57.00013,"(19.8423, 57.00013)"
Al Huqf 011,444,Valid,L6,8056,Found,2002,19.86607,57.0032,"(19.86607, 57.0032)"
Al Huqf 012,445,Valid,L6,402.75,Found,2003,19.80252,57.32137,"(19.80252, 57.32137)"
Al Huqf 051,35486,Valid,L6,402.75,Found,2003,19.80252,57.32137,"(19.80252, 57.32137)"
Al Huqf 052,45822,Valid,H~5,1319.4,Found,2001,19.65675,57.0433,"(19.65675, 57.0433)"
Al Huqf 053,45823,Valid,H~5,854.7,Found,2001,19.61287,57.27038,"(19.61287, 57.27038)"
Al Huqf 054,45824,Valid,L~6,2936.5,Found,2001,19.61612,57.2698,"(19.61612, 57.2698)"
Al Huqf 055,45825,Valid,H4,1865.6,Found,2001,19.64073,57.28857,"(19.64073, 57.28857)"
Al Huqf 056,45826,Valid,H5,124,Found,2001,19.66453,57.3334,"(19.66453, 57.3334)"
Al Huqf 057,45827,Valid,H5,105.3,Found,2001,19.53112,57.08427,"(19.53112, 57.08427)"
Al Huqf 058,45828,Valid,L~6,97.7,Found,2001,19.3421,57.1693,"(19.3421, 57.1693)"
Al Huqf 059,45829,Valid,L~3,362.7,Found,2001,19.31468,57.27343,"(19.31468, 57.27343)"
Al Huqf 062,45831,Valid,H~4,50.7,Found,2001,19.40772,57.29878,"(19.40772, 57.29878)"
Al Huqf 063,45832,Valid,L6,591.8,Found,2006,19.44533,57.02345,"(19.44533, 57.02345)"
Al Huqf 064,48536,Valid,H4,12834,Found,2002,19.40412,57.27497,"(19.40412, 57.27497)"
Al Huqf 065,48537,Valid,L6,2084.16,Found,2007,19.32092,57.22977,"(19.32092, 57.22977)"
Al Huqf 066,48538,Valid,L4,150.057,Found,2007,19.51053,57.1292,"(19.51053, 57.1292)"
Al Huqf 067,51921,Valid,H4,61.6,Found,2009,19.22597,57.54063,"(19.22597, 57.54063)"
Al Huqf 068,51922,Valid,L3,165.4,Found,2009,19.14025,57.58427,"(19.14025, 57.58427)"
Al Huqf 069,51923,Valid,H4/5,250.5,Found,2009,19.26795,57.13412,"(19.26795, 57.13412)"
Al Huwaysah 001,55403,Valid,LL6,3150.5,Found,2009,22.80487,55.32742,"(22.80487, 55.32742)"
Al Huwaysah 002,55404,Valid,LL6,690.5,Found,2009,22.79853,55.31673,"(22.79853, 55.31673)"
Alaer 001,49713,Valid,LL5,1.7,Found,2007,40.33333,81.25,"(40.33333, 81.25)"
Alaer 002,49714,Valid,LL5,1.1,Found,2007,40.33333,81.25,"(40.33333, 81.25)"
Alexander County,464,Valid,"Iron, IAB complex",192,Found,1875,35.75,-81.25,"(35.75, -81.25)"
Alkali,474,Valid,H6,30.47,Found,1998,37.86667,-117.4,"(37.86667, -117.4)"
Alkali Flat,55662,Valid,L5,28,Found,2011,32.306,-108.9038,"(32.306, -108.9038)"
Allan Hills 06001,44858,Valid,H5,128.1,Found,2006,-76.71695,158.76862,"(-76.71695, 158.76862)"
Allan Hills 06002,44859,Valid,H~5,119.2,Found,2006,-76.74253,158.84305,"(-76.74253, 158.84305)"
Allan Hills 06004,44861,Valid,H~5,61.7,Found,2006,-76.70522,158.77838,"(-76.70522, 158.77838)"
Allan Hills 06005,44862,Valid,H~5,6,Found,2006,-76.70522,158.77838,"(-76.70522, 158.77838)"
Allan Hills 06006,44863,Valid,H~5,280.9,Found,2006,-76.70558,158.77587,"(-76.70558, 158.77587)"
Allan Hills 06007,44864,Valid,H5,226.3,Found,2006,-76.70552,158.77583,"(-76.70552, 158.77583)"
Allan Hills 06009,44866,Valid,H~5,28.6,Found,2006,-76.71215,158.77527,"(-76.71215, 158.77527)"
Allan Hills 06011,44868,Valid,H~5,24.3,Found,2006,-76.71255,158.7786,"(-76.71255, 158.7786)"
Allan Hills 06012,44869,Valid,H5,91,Found,2006,-76.71733,158.77398,"(-76.71733, 158.77398)"
Allan Hills 09001,55346,Valid,L5/6,0.5,Found,2009,-76.74403,159.37238,"(-76.74403, 159.37238)"
Allan Hills 09002,55347,Valid,L6,71.6,Found,2009,-76.74245,159.37458,"(-76.74245, 159.37458)"
Allan Hills 09003,55348,Valid,L6,15.5,Found,2009,-76.74245,159.37458,"(-76.74245, 159.37458)"
Allan Hills 82101,477,Valid,CO3.4,29.1,Found,1982,-76.88426,156.93086,"(-76.88426, 156.93086)"
Allan Hills 82102,478,Valid,H5,48.1,Found,1982,-77.04666,157.24407,"(-77.04666, 157.24407)"
Allan Hills 82103,479,Valid,H5,2529.2,Found,1982,-76.89661,156.99137,"(-76.89661, 156.99137)"
Allan Hills 82105,481,Valid,L6,363.3,Found,1982,-77.04867,157.18333,"(-77.04867, 157.18333)"
Allan Hills 82106,482,Valid,Ureilite,35.1,Found,1982,-77.03788,157.2516,"(-77.03788, 157.2516)"
Allan Hills 82107,483,Valid,L5,9.2,Found,1982,-76.97697,156.91541,"(-76.97697, 156.91541)"
Allan Hills 82108,484,Valid,H5,13.5,Found,1982,-76.96353,156.9203,"(-76.96353, 156.9203)"
Allan Hills 82109,485,Valid,H5,47.2,Found,1982,-77.02778,157.03028,"(-77.02778, 157.03028)"
Allan Hills 82111,487,Valid,L6,63,Found,1982,-76.91278,156.97551,"(-76.91278, 156.97551)"
Allan Hills 82112,488,Valid,H5,28.3,Found,1982,-76.96674,156.91777,"(-76.96674, 156.91777)"
Allan Hills 82113,489,Valid,H6,61.2,Found,1982,-76.97126,156.90291,"(-76.97126, 156.90291)"
Allan Hills 82115,491,Valid,H5,48.5,Found,1982,-76.97442,156.90877,"(-76.97442, 156.90877)"
Allan Hills 82116,492,Valid,H6,18.4,Found,1982,-77.03694,157.04639,"(-77.03694, 157.04639)"
Allan Hills 82117,493,Valid,L5,4.2,Found,1982,-77.04025,157.2305,"(-77.04025, 157.2305)"
Allan Hills 82118,494,Valid,L6,110.9,Found,1982,-77.04408,157.2676,"(-77.04408, 157.2676)"
Allan Hills 82119,495,Valid,H5,23.9,Found,1982,-76.9791,156.92267,"(-76.9791, 156.92267)"
Allan Hills 82121,497,Valid,L6,2.4,Found,1982,-77.03722,157.23658,"(-77.03722, 157.23658)"
Allan Hills 82122,498,Valid,H5,142,Found,1982,-76.98507,156.90009,"(-76.98507, 156.90009)"
Allan Hills 82123,499,Valid,L6,110.8,Found,1982,-76.94677,156.92971,"(-76.94677, 156.92971)"
Allan Hills 82125,501,Valid,L6,178.4,Found,1982,-76.98262,156.90998,"(-76.98262, 156.90998)"
Allan Hills 82126,502,Valid,H4,139.9,Found,1982,-76.90692,157.0235,"(-76.90692, 157.0235)"
Allan Hills 82127,503,Valid,H6,5.1,Found,1982,-76.96966,156.90165,"(-76.96966, 156.90165)"
Allan Hills 82128,504,Valid,H4,15.2,Found,1982,-76.96339,156.91969,"(-76.96339, 156.91969)"
Allan Hills 82129,505,Valid,H5,14.1,Found,1982,-76.97495,156.91895,"(-76.97495, 156.91895)"
Allan Hills 82131,507,Valid,CM2,1,Found,1982,-76.88366,156.92815,"(-76.88366, 156.92815)"
Allan Hills 82132,508,Valid,EH4,5.9,Found,1982,-76.97583,156.94856,"(-76.97583, 156.94856)"
Allan Hills 82133,509,Valid,H4,19.7,Found,1982,-76.90256,157.02793,"(-76.90256, 157.02793)"
Allan Hills 82135,511,Valid,CK4,12.1,Found,1982,-76.91276,156.97559,"(-76.91276, 156.97559)"
Allan Hills 82136,512,Valid,H4,4.3,Found,1982,-76.90694,157.02548,"(-76.90694, 157.02548)"
Allan Hills 82137,513,Valid,L5,10.8,Found,1982,-77.02778,157.02833,"(-77.02778, 157.02833)"
Allan Hills 82138,514,Valid,H6,5,Found,1982,-76.97795,156.92687,"(-76.97795, 156.92687)"
Allan Hills 82139,515,Valid,L6,0.2,Found,1982,-77.05047,157.25814,"(-77.05047, 157.25814)"
Allan Hills 82141,517,Valid,H5,0.6,Found,1982,-77.03743,157.23679,"(-77.03743, 157.23679)"
Allan Hills 82143,519,Valid,H6,3.5,Found,1982,-76.92489,156.93821,"(-76.92489, 156.93821)"
Allan Hills 83001,521,Valid,L4,1568.6,Found,1983,-76.72109,158.73715,"(-76.72109, 158.73715)"
Allan Hills 83002,522,Valid,L5,367.1,Found,1983,-76.71158,158.77453,"(-76.71158, 158.77453)"
Allan Hills 83003,523,Valid,H5,321.8,Found,1983,-76.71111,159.42472,"(-76.71111, 159.42472)"
Allan Hills 83004,524,Valid,L6,813.9,Found,1983,-76.81849,158.15713,"(-76.81849, 158.15713)"
Allan Hills 83005,525,Valid,H5,227.9,Found,1983,-76.74472,159.40472,"(-76.74472, 159.40472)"
Allan Hills 83006,526,Valid,H5,230.2,Found,1983,-76.7188,158.77155,"(-76.7188, 158.77155)"
Allan Hills 83007,527,Valid,LL3.4,285,Found,1983,-76.76806,159.33944,"(-76.76806, 159.33944)"
Allan Hills 83008,528,Valid,L3.4-3.7,272,Found,1983,-76.69167,159.37306,"(-76.69167, 159.37306)"
Allan Hills 83009,529,Valid,Aubrite,1.7,Found,1983,-76.82204,158.20666,"(-76.82204, 158.20666)"
